,STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT05,WT07,WT08,WT10,DATETIME
26421,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-05-31,6.49,1.2,0.0,0.0,79.0,92.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-05-31
26422,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-01,5.82,0.24,0.0,0.0,78.0,92.0,71.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2017-06-01
26423,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-02,4.7,0.21,0.0,0.0,76.0,87.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-02
26424,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-03,4.92,0.01,0.0,0.0,76.0,88.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-03
26425,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-04,4.7,0.05,0.0,0.0,75.0,84.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-04
26426,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-05,7.61,0.02,0.0,0.0,77.0,84.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-05
26427,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-06,8.5,0.88,0.0,0.0,76.0,86.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-06
26428,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-07,10.29,0.55,0.0,0.0,73.0,82.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-07
26429,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-08,8.72,1.04,0.0,0.0,75.0,82.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-08
26430,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-09,7.83,0.0,0.0,0.0,76.0,90.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-09
26431,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-10,5.37,0.1,0.0,0.0,77.0,88.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-10
26432,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-11,5.37,0.61,0.0,0.0,77.0,90.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-11
26433,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-12,5.82,0.02,0.0,0.0,76.0,85.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-12
26434,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-13,4.47,0.2,0.0,0.0,76.0,85.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-13
26435,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-14,2.91,0.18,0.0,0.0,74.0,85.0,70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2017-06-14
26436,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-15,4.7,0.1,0.0,0.0,74.0,87.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-15
26437,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-16,4.92,0.4,0.0,0.0,74.0,85.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-16
26438,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-17,4.7,0.02,0.0,0.0,76.0,90.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-17
26439,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-18,5.82,0.03,0.0,0.0,78.0,90.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-18
26440,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-19,6.93,0.1,0.0,0.0,76.0,87.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-19
26441,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-20,10.29,0.01,0.0,0.0,79.0,90.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-20
26442,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-21,8.28,0.38,0.0,0.0,81.0,91.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-21
26443,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-22,7.83,0.0,0.0,0.0,80.0,90.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-22
26444,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-23,6.93,0.0,0.0,0.0,80.0,91.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-23
26445,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-24,7.38,0.0,0.0,0.0,81.0,92.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-24
26446,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-25,5.82,0.0,0.0,0.0,82.0,92.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-25
26447,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-26,6.26,0.08,0.0,0.0,80.0,89.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-26
26448,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-27,4.47,0.21,0.0,0.0,78.0,89.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-27
26449,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-28,7.61,0.0,0.0,0.0,76.0,87.0,68.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2017-06-28
26450,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-29,6.26,0.0,0.0,0.0,80.0,89.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-29
26451,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-06-30,3.8,0.0,0.0,0.0,79.0,92.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-06-30
26452,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-01,5.82,0.28,0.0,0.0,78.0,89.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-01
26453,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-02,3.58,0.01,0.0,0.0,79.0,92.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-02
26454,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-03,6.04,0.0,0.0,0.0,81.0,94.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-03
26455,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-04,4.7,0.79,0.0,0.0,80.0,93.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-04
26456,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-05,4.92,0.0,0.0,0.0,82.0,94.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-05
26457,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-06,5.59,0.0,0.0,0.0,83.0,95.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-06
26458,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-07,4.03,0.0,0.0,0.0,83.0,94.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2017-07-07
26459,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-08,4.03,0.94,0.0,0.0,80.0,92.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-08
26460,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-09,4.47,0.0,0.0,0.0,79.0,92.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-09
26461,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-10,6.04,0.3,0.0,0.0,81.0,93.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-10
26462,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-11,5.14,0.0,0.0,0.0,81.0,93.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-11
26463,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-12,7.38,0.62,0.0,0.0,81.0,91.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-12
26464,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-13,8.72,0.0,0.0,0.0,80.0,92.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-13
26465,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-14,7.61,0.07,0.0,0.0,82.0,90.0,76.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-14
26466,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-15,5.82,0.0,0.0,0.0,83.0,93.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-15
26467,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-16,4.92,0.0,0.0,0.0,83.0,94.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-16
26468,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-17,5.37,3.09,0.0,0.0,81.0,94.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-17
26469,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-18,5.14,0.73,0.0,0.0,79.0,93.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-18
26470,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-19,4.03,0.06,0.0,0.0,79.0,91.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-19
26471,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-20,3.8,1.64,0.0,0.0,78.0,91.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-20
26472,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-21,4.03,0.07,0.0,0.0,77.0,89.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-21
26473,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-22,5.37,0.37,0.0,0.0,77.0,90.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-22
26474,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-23,5.14,0.0,0.0,0.0,78.0,86.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-23
26475,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-24,5.37,0.0,0.0,0.0,81.0,89.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-24
26476,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-25,3.8,0.0,0.0,0.0,83.0,94.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-25
26477,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-26,3.58,0.0,0.0,0.0,85.0,93.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-26
26478,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-27,5.37,0.08,0.0,0.0,82.0,94.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-27
26479,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-28,5.82,0.39,0.0,0.0,82.0,94.0,76.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-28
26480,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-29,8.5,0.01,0.0,0.0,81.0,89.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-29
26481,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-30,5.37,0.6,0.0,0.0,79.0,82.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-30
26482,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-07-31,7.16,0.55,0.0,0.0,76.0,78.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-07-31
26483,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-01,6.26,0.81,0.0,0.0,80.0,92.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-01
26484,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-02,5.82,0.08,0.0,0.0,78.0,86.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-02
26485,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-03,7.38,0.53,0.0,0.0,80.0,93.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-03
26486,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-04,5.14,0.0,0.0,0.0,80.0,92.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-04
26487,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-05,4.7,1.07,0.0,0.0,83.0,94.0,74.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2017-08-05
26488,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-06,6.26,0.0,0.0,0.0,81.0,93.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-06
26489,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-07,8.5,0.01,0.0,0.0,84.0,93.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-07
26490,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-08,5.82,0.04,0.0,0.0,84.0,94.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-08
26491,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-09,6.04,0.0,0.0,0.0,84.0,93.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-09
26492,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-10,9.4,0.0,0.0,0.0,84.0,93.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-10
26493,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-11,6.93,0.0,0.0,0.0,81.0,90.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-11
26494,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-12,5.14,0.8,0.0,0.0,80.0,92.0,74.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2017-08-12
26495,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-13,3.8,0.23,0.0,0.0,79.0,89.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-13
26496,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-14,5.59,0.0,0.0,0.0,82.0,93.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-14
26497,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-15,5.82,0.0,0.0,0.0,83.0,93.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-15
26498,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-16,3.58,0.0,0.0,0.0,83.0,93.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-16
26499,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-17,2.91,1.23,0.0,0.0,80.0,93.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-17
26500,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-18,3.36,0.0,0.0,0.0,80.0,92.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-18
26501,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-19,3.8,0.0,0.0,0.0,81.0,93.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-19
26502,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-20,4.25,0.01,0.0,0.0,81.0,88.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-20
26503,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-21,7.61,0.0,0.0,0.0,82.0,90.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-21
26504,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-22,7.61,0.0,0.0,0.0,83.0,94.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-22
26505,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-23,6.04,0.0,0.0,0.0,83.0,93.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-23
26506,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-24,6.49,0.0,0.0,0.0,82.0,91.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-24
26507,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-25,8.28,0.0,0.0,0.0,80.0,89.0,76.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-25
26508,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-26,8.72,0.32,0.0,0.0,79.0,89.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-26
26509,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-27,7.83,0.27,0.0,0.0,79.0,87.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-27
26510,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-28,10.96,0.44,0.0,0.0,78.0,87.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-28
26511,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-29,7.83,0.0,0.0,0.0,79.0,90.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-29
26512,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-30,2.46,0.0,0.0,0.0,81.0,93.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-30
26513,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-08-31,6.71,0.15,0.0,0.0,84.0,94.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-31
26514,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-01,7.16,0.41,0.0,0.0,82.0,94.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-01
26515,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-02,3.8,0.03,0.0,0.0,79.0,89.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-02
26516,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-03,3.58,0.58,0.0,0.0,78.0,86.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-03
26517,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-04,3.13,0.0,0.0,0.0,80.0,91.0,74.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2017-09-04
26518,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-05,2.68,0.61,0.0,0.0,80.0,90.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-05
26519,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-06,2.68,1.3,0.0,0.0,78.0,85.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-06
26520,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-07,6.49,0.0,0.0,0.0,81.0,92.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-07
26521,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-08,10.51,0.53,0.0,0.0,80.0,89.0,76.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-08
26522,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-09,15.43,0.0,0.0,0.0,78.0,84.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-09
26523,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-10,22.82,6.61,0.0,0.0,77.0,79.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10
26524,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-11,25.28,0.61,0.0,0.0,78.0,84.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-11
26525,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-12,8.05,0.0,0.0,0.0,78.0,88.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-12
26526,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-13,4.7,0.0,0.0,0.0,80.0,89.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-13
26527,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-14,3.8,2.54,0.0,0.0,82.0,92.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-14
26528,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-15,5.82,0.01,0.0,0.0,79.0,91.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-15
26529,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-16,9.17,0.0,0.0,0.0,81.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-16
26530,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-17,9.17,0.0,0.0,0.0,80.0,89.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-17
26531,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-18,10.07,0.02,0.0,0.0,78.0,86.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-18
26532,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-19,7.16,0.06,0.0,0.0,79.0,86.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-19
26533,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-20,6.26,0.0,0.0,0.0,80.0,90.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-20
26534,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-21,7.61,0.0,0.0,0.0,79.0,88.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-21
26535,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-22,9.17,0.22,0.0,0.0,78.0,89.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-22
26536,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-23,9.17,0.12,0.0,0.0,78.0,88.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-23
26537,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-24,8.72,0.0,0.0,0.0,80.0,89.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-24
26538,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-25,5.59,0.0,0.0,0.0,81.0,91.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-25
26539,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-26,5.14,0.0,0.0,0.0,81.0,91.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-26
26540,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-27,4.25,0.0,0.0,0.0,82.0,92.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-27
26541,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-28,4.92,0.0,0.0,0.0,81.0,91.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-28
26542,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-29,5.59,0.01,0.0,0.0,80.0,89.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-29
26543,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-09-30,6.71,0.43,0.0,0.0,78.0,88.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-30
26544,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-10-01,10.51,0.45,0.0,0.0,77.0,85.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-01
26545,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-10-02,13.2,0.05,0.0,0.0,77.0,84.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-02
26546,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-10-03,17.45,0.0,0.0,0.0,78.0,82.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-03
26547,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-10-04,15.66,0.07,0.0,0.0,76.0,82.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-04
26548,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-10-05,11.63,0.93,0.0,0.0,75.0,77.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-05
26549,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-10-06,7.61,0.09,0.0,0.0,77.0,89.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-06
26550,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-10-07,8.28,0.18,0.0,0.0,81.0,92.0,77.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-10-07
26551,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2017-10-08,8.28,0.66,0.0,0.0,82.0,92.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-10-08
